VENDOR_NAME,REGION,CITY,CITY_CODE,PROJECT_NAME,PROJECT_ID,RESIDENCE_NAME,CLUSTER_NAME,CLUSTER_CODE,PREFIX_ADDRESS,STREET_NAME,HOUSE_NUMBER,BLOCK,FLOOR,RT,RW,DISTRICT,SUB_DISTRICT,ZIP_CODE,HOMEPASS STATUS ALL OPERATOR,SAMPLE RESULT - FIXED BROADBAND,SAMPLE RESULT - MOBILE CONNECTION,MOBILE DATA CONSUMPTION,USER MOVEMENT TO OTHER OPERATOR - FIXED BB,NUMBER OF DEVICE
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,KUTILANG,4,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,KUTILANG,5,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,KUTILANG,6,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,KUTILANG,7,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,KUTILANG,8,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,23,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,29,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,33,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,37,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,39,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,40,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,42,100,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,1,102,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,2,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,3,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,MERPATI,15,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,21,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,23,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,23A,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,26,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,30A,101,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,2,115,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,3,115,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,5,115,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,1,116,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10,,KAV DKI MERUYA,KAV DKI MERUYA,KDMS1,JL.,GELATIK,3,116,,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
